cProfile_30_100.dat
         5556146 function calls (2879839 primitive calls) in 5.583 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 traitlets.py:1984(CFloat)
        1    0.000    0.000    0.000    0.000 ec.py:351(ECDH)
        1    0.000    0.000    0.000    0.000 errors.py:27(DistutilsGetoptError)
        1    0.000    0.000    0.000    0.000 exceptions.py:140(LocationParseError)
        1    0.000    0.000    0.000    0.000 menus.py:423(MultiColumnCompletionsMenu)
        1    0.000    0.000    0.000    0.000 version.py:45(__eq__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 cpuinfo.py:210(_is_Intel)
        1    0.000    0.000    0.000    0.000 _version.py:70(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:126(NameHighlightFilter)
        1    0.000    0.000    0.000    0.000 <decorator-gen-18>:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1231(MathTextWarning)
        1    0.000    0.000    0.000    0.000 shutil.py:49(Error)
        1    0.000    0.000    0.000    0.000 cbook.py:594(IgnoredKeywordWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:550(CachedFont)
        1    0.000    0.000    0.000    0.000 lexer.py:389(default)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1753(LoadError)
        1    0.000    0.000    0.000    0.000 exceptions.py:199(BodyNotHttplibCompatible)
        1    0.000    0.000    0.000    0.000 <decorator-gen-111>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:200(c_longdouble)
        1    0.000    0.000    0.000    0.000 exceptions.py:50(DecodeError)
        1    0.000    0.000    0.000    0.000 __init__.py:175(c_ulong)
        1    0.000    0.000    0.000    0.000 exceptions.py:125(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-11>:1(<module>)
        1    0.000    0.000    0.000    0.000 getipython.py:3(<module>)
        1    0.000    0.000    0.000    0.000 lexer.py:248(include)
        2    0.000    0.000    0.000    0.000 core.py:31(InvalidCodepointContext)
        2    0.000    0.000    0.000    0.000 pretty.py:560(_set_pprinter_factory)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3326(_ErrorStop)
        1    0.000    0.000    0.000    0.000 traitlets.py:1878(CInt)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(ChunkedEncodingError)
        1    0.000    0.000    0.000    0.000 excolors.py:161(Deprec)
        1    0.000    0.000    0.000    0.000 core.py:6279(_maximum_operation)
        1    0.000    0.000    0.000    0.000 patches.py:2074(DArrow)
        1    0.000    0.000    0.000    0.000 mathtext.py:1385(Accent)
        1    0.000    0.000    0.000    0.000 info.py:20(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1593(__del__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4244(Dict)
        1    0.000    0.000    0.000    0.000 error.py:48(StdinNotImplementedError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 __init__.py:1901(EggMetadata)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1222(Absent)
        1    0.000    0.000    0.000    0.000 utils.py:64(InterfaceNotImplemented)
        1    0.000    0.000    0.000    0.000 mlab.py:3020(FormatFormatStr)
        1    0.000    0.000    0.000    0.000 cli.py:118(IsReadOnly)
        1    0.000    0.000    0.000    0.000 exceptions.py:184(PlotlyAccountError)
        1    0.000    0.000    0.000    0.000 toolbars.py:56(ArgToolbarControl)
        1    0.000    0.000    0.000    0.000 tarfile.py:276(CompressionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:161(SubjectAltNameWarning)
        1    0.000    0.000    0.000    0.000 screen.py:135(WritePosition)
        1    0.000    0.000    0.000    0.000 numeric.py:126(is_all_dates)
        1    0.000    0.000    0.000    0.000 backend_tools.py:262(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 exception.py:426(AWSConnectionError)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3734(FollowedBy)
        1    0.000    0.000    0.000    0.000 expressions.py:469(LeafNode)
        1    0.000    0.000    0.000    0.000 smtplib.py:81(SMTPServerDisconnected)
        1    0.000    0.000    0.000    0.000 exceptions.py:45(InvalidSignature)
        1    0.000    0.000    0.000    0.000 cli.py:190(IsExiting)
        1    0.000    0.000    0.000    0.000 decoder.py:6(Decoder)
        1    0.000    0.000    0.000    0.000 toolbars.py:203(ValidationToolbar)
        1    0.000    0.000    0.000    0.000 common.py:346(Visitor)
        1    0.000    0.000    0.000    0.000 core.py:133(MaskError)
        1    0.000    0.000    0.000    0.000 gbq.py:84(GenericGBQException)
        1    0.000    0.000    0.000    0.000 errors.py:51(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 cookies.py:150(CookieError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-71>:1(<module>)
        1    0.000    0.000    0.000    0.000 cbook.py:1066(RingBuffer)
        1    0.000    0.000    0.000    0.000 {pandas.lib.is_integer}
        1    0.000    0.000    0.000    0.000 tz.py:653(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 socketserver.py:653(ThreadingUnixStreamServer)
        1    0.000    0.000    0.000    0.000 ec.py:147(SECT409K1)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(NonExistentTimeError)
        1    0.000    0.000    0.000    0.000 traitlets.py:2021(Bytes)
        1    0.000    0.000    0.000    0.000 six.py:416(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 SSL.py:170(SysCallError)
        1    0.000    0.000    0.000    0.000 lexers.py:82(SyncFromStart)
        1    0.000    0.000    0.000    0.000 base.py:90(_OrCache)
        1    0.000    0.000    0.000    0.000 hashes.py:110(SHA1)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:269(SHARPEN)
        1    0.000    0.000    0.000    0.000 <decorator-gen-55>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-92>:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:309(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 display.py:284(ScribdDocument)
        4    0.000    0.000    0.000    0.000 namedtype.py:62(__len__)
        1    0.000    0.000    0.000    0.000 client.py:1314(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 types.py:51(SimpleFilter)
        1    0.000    0.000    0.000    0.000 excel.py:819(_OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(ProtocolError)
        1    0.000    0.000    0.000    0.000 autocall.py:51(ExitAutocall)
        1    0.000    0.000    0.000    0.000 mathtext.py:1790(SsGlue)
        1    0.000    0.000    0.000    0.000 backend_tools.py:577(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 <decorator-gen-29>:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:59(CParserError)
        1    0.000    0.000    0.000    0.000 __init__.py:249(c_bool)
        1    0.000    0.000    0.000    0.000 errors.py:31(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 base.py:60(AEADCipherContext)
        1    0.000    0.000    0.000    0.000 <decorator-gen-66>:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3437(CurveFilledA)
        1    0.000    0.000    0.000    0.000 kdtree.py:262(innernode)
        1    0.000    0.000    0.000    0.000 completion.py:90(CompleteEvent)
        3    0.000    0.000    0.000    0.000 series.py:71(_coerce_method)
        1    0.000    0.000    0.000    0.000 exceptions.py:100(RetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:223(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:26(PackException)
        1    0.000    0.000    0.000    0.000 context.py:22(AuthenticationError)
        1    0.000    0.000    0.000    0.000 general_name.py:35(UnsupportedGeneralNameType)
        1    0.000    0.000    0.000    0.000 exception.py:235(S3CopyError)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 arrayprint.py:684(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 expressions.py:516(OpNode)
        1    0.000    0.000    0.000    0.000 <decorator-gen-80>:1(<module>)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:694(test_uint32_int64)
        1    0.000    0.000    0.000    0.000 converter.py:225(PandasAutoDateLocator)
        1    0.000    0.000    0.000    0.000 base.py:6(Asn1Item)
        1    0.000    0.000    0.000    0.000 profiledir.py:21(ProfileDirError)
        1    0.000    0.000    0.000    0.000 exceptions.py:66(PlotlyEmptyDataError)
        1    0.000    0.000    0.000    0.000 argparse.py:1523(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:237(argument)
        1    0.000    0.000    0.000    0.000 pydoc.py:1399(_PlainTextDoc)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(ReadError)
        1    0.000    0.000    0.000    0.000 __init__.py:987(is_url)
        1    0.000    0.000    0.000    0.000 types.py:40(CLIFilter)
        1    0.000    0.000    0.000    0.000 traitlets.py:1712(ForwardDeclaredMixin)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(PackValueError)
        1    0.000    0.000    0.000    0.000 extensions.py:741(OCSPNoCheck)
        1    0.000    0.000    0.000    0.000 <decorator-gen-14>:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1960(find_nothing)
        1    0.000    0.000    0.000    0.000 config.py:339(ConvertingTuple)
        1    0.000    0.000    0.000    0.000 smtplib.py:74(SMTPNotSupportedError)
        1    0.000    0.000    0.000    0.000 shortcuts.py:181(_RPrompt)
        1    0.000    0.000    0.000    0.000 mathtext.py:1786(NegFilll)
        1    0.000    0.000    0.000    0.000 serialization.py:195(NoEncryption)
        1    0.000    0.000    0.000    0.000 indexing.py:1668(_AtIndexer)
        1    0.000    0.000    0.000    0.000 exceptions.py:194(ResponseNotChunked)
        1    0.000    0.000    0.000    0.000 exceptions.py:156(SecurityWarning)
        1    0.000    0.000    0.000    0.000 namedtype.py:31(DefaultedNamedType)
        1    0.000    0.000    0.000    0.000 utils.py:1844(IgnoreException)
        1    0.000    0.000    0.000    0.000 decoder.py:546(ObjectDescriptorDecoder)
        1    0.000    0.000    0.000    0.000 exceptions.py:150(ResponseError)
        1    0.000    0.000    0.000    0.000 basic.py:39(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 loader.py:36(ArgumentError)
        1    0.000    0.000    0.000    0.000 mathtext.py:1794(HCentered)
        1    0.000    0.000    0.000    0.000 indexing.py:33(_IndexSlice)
        1    0.000    0.000    0.000    0.000 lexer.py:39(LexerMeta)
        1    0.000    0.000    0.000    0.000 client.py:1271(HTTPException)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:222(EDGE_ENHANCE_MORE)
        1    0.000    0.000    0.000    0.000 shutil.py:65(RegistryError)
        1    0.000    0.000    0.000    0.000 tarfile.py:279(StreamError)
        1    0.000    0.000    0.000    0.000 auth.py:66(HTTPProxyAuth)
        1    0.000    0.000    0.000    0.000 constraint.py:122(InnerTypeConstraint)
        1    0.000    0.000    0.000    0.000 exceptions.py:92(ContentDecodingError)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:404(UnknownExtra)
        1    0.000    0.000    0.000    0.000 ec.py:117(SECT409R1)
        1    0.000    0.000    0.000    0.000 request.py:588(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 config.py:527(_select_options)
        1    0.000    0.000    0.000    0.000 errors.py:88(LibError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-47>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:199(SetuptoolsLegacyVersion)
        1    0.000    0.000    0.000    0.000 client.py:1282(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 lexer.py:821(ProfilingRegexLexerMeta)
        1    0.000    0.000    0.000    0.000 <decorator-gen-30>:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:254(SpecificationError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:634(IntegerFormat)
        1    0.000    0.000    0.000    0.000 bdb.py:10(BdbQuit)
        1    0.000    0.000    0.000    0.000 __init__.py:376(__init__)
        1    0.000    0.000    0.000    0.000 decorators.py:7(<module>)
        1    0.000    0.000    0.000    0.000 error.py:34(TryNext)
        1    0.000    0.000    0.000    0.000 shadowns.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:254(c_wchar_p)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(BufferFull)
        1    0.000    0.000    0.000    0.000 mouse_events.py:36(MouseEvent)
        1    0.000    0.000    0.000    0.000 exceptions.py:176(PlotlyConnectionError)
        2    0.000    0.000    0.000    0.000 cookies.py:84(get_new_headers)
        1    0.000    0.000    0.000    0.000 traitlets.py:2097(DottedObjectName)
        1    0.000    0.000    0.000    0.000 cache.py:55(FastDictCache)
        1    0.000    0.000    0.000    0.000 pytables.py:2097(GenericDataIndexableCol)
        1    0.000    0.000    0.000    0.000 __init__.py:184(c_int)
        1    0.000    0.000    0.000    0.000 sql.py:32(DatabaseError)
        1    0.000    0.000    0.000    0.000 cli.py:142(HasArg)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 base.py:70(DynamicStyle)
        1    0.000    0.000    0.000    0.000 parser.py:1174(_attr)
        1    0.000    0.000    0.000    0.000 engines.py:20(NumExprClobberingError)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 pytables.py:353(UnaryOp)
        1    0.000    0.000    0.000    0.000 _spectral.py:13(_NoConvergence)
        1    0.000    0.000    0.000    0.000 mathtext.py:230(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 extras.py:1419(mr_class)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:240(FIND_EDGES)
        1    0.000    0.000    0.000    0.000 __init__.py:112(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 ticker.py:1795(LogitLocator)
        1    0.000    0.000    0.000    0.000 SSL.py:281(_NpnSelectHelper)
        1    0.000    0.000    0.000    0.000 <decorator-gen-64>:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:1752(set_metadata)
        1    0.000    0.000    0.000    0.000 ticker.py:277(NullFormatter)
